state,url,March 16,March 17,March 18,March 19,March 20,March 21,March 22,March 23,March 24,March 25,March 26,March 27,March 28,March 29,March 30,March 31,April 01,April 02,April 03,April 04,April 05,April 06,April 07,April 08,April 09,April 10,April 11,April 12,April 13,April 14,April 15,April 16,April 17,April 18,April 19,April 20,April 21,April 22,April 23,April 24,April 25,April 26,April 27,April 28,April 29,April 30,May 01,May 02,May 03,May 04,May 05,May 06,May 07,May 08,May 09,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31,June 01,June 02,June 03,June 04,June 05,June 06,June 07,June 08,June 09,June 10,June 11,June 12,June 13,June 14,June 15,June 16,June 17,June 18,June 19,June 20,June 21,June 22,June 23,June 24,June 25,June 26,June 27,June 28,June 29,June 30,July 01,July 02,July 03,July 04,July 05,July 06,July 07,July 08,July 09,July 10,July 11,July 12,July 13,July 14,July 15,July 16,July 17,July 18,July 19,July 20,July 21,July 22,July 23,July 24,July 25,July 26,July 27,July 28,July 29,July 30,July 31,August 01,August 02,August 03,August 04,August 05,August 06,August 07,August 08,August 09,August 10,August 11,August 12,August 13,August 14,August 15,August 16,August 17,August 18,August 19,August 20,August 21,August 22,August 23,August 24,August 25,August 26,August 27,August 28,August 29,August 30,August 31,September 01,September 02,September 03,September 04,September 05,September 06,September 07,September 08,September 09,September 10,September 11,September 12,September 13,September 14,September 15,September 16,September 17,September 18,September 19,September 20,September 21,September 22,September 23,September 24
Wisconsin,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/wisconsin-large.png,0.0,0.0,0.0,0.0,0.517,0.689,0.689,0.861,0.861,1.205,1.722,2.411,2.927,3.099,3.444,4.305,4.649,6.543,8.782,9.298,12.742,13.431,15.842,17.219,19.114,22.041,23.591,24.796,26.518,29.273,31.511,33.922,35.472,36.505,37.883,39.605,42.015,42.704,44.426,45.287,45.804,46.837,48.386,51.658,53.036,54.413,56.307,57.513,58.374,58.546,60.784,62.334,64.401,66.122,68.533,68.878,70.427,71.977,72.494,74.732,76.626,78.004,78.004,79.037,80.415,82.825,83.858,85.408,87.302,87.819,88.508,89.024,92.813,94.707,97.806,101.25,101.939,102.455,104.522,106.071,107.793,108.999,111.065,111.409,111.237,113.82,115.542,117.436,118.642,118.986,119.158,119.503,121.052,122.774,123.807,125.702,128.112,128.112,128.284,129.145,130.351,131.901,131.901,133.795,133.795,133.795,135.0,135.344,136.55,137.066,137.066,137.066,137.066,138.616,138.96,139.305,140.166,141.371,141.199,141.199,142.232,142.404,143.093,143.438,145.159,145.332,145.676,147.915,148.948,151.186,151.186,153.425,153.597,153.769,156.008,156.869,158.246,160.829,163.068,163.24,163.412,165.478,167.028,168.406,170.472,171.505,171.85,171.85,173.227,174.088,175.293,176.499,178.737,178.909,178.909,178.909,182.526,183.731,183.903,186.142,186.142,186.142,188.38,189.413,191.307,191.652,192.685,193.202,193.202,194.579,196.645,197.334,198.54,201.122,201.122,201.122,201.122,203.705,205.427,206.116,208.182,208.355,208.355,210.077,211.454,211.971,213.176,213.693,213.865,214.209,215.415,216.792,217.825
Georgia,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/georgia-large.png,0.095,0.095,0.285,0.951,1.237,1.332,2.378,2.378,3.044,3.805,4.567,6.089,6.564,7.611,8.277,10.56,13.224,15.507,17.505,19.123,20.074,21.786,31.3,34.44,36.057,39.577,40.814,41.194,44.239,49.947,52.516,55.846,61.839,64.027,65.359,73.731,75.92,80.676,83.816,85.528,86.289,87.146,94.662,98.562,104.746,107.695,111.215,111.977,112.642,118.541,123.583,126.247,128.911,133.192,133.478,133.763,137.378,142.516,144.323,146.987,151.078,152.029,153.171,156.881,159.355,161.448,168.869,172.008,173.34,173.816,175.814,180.38,183.9,187.706,189.038,190.655,195.317,199.217,199.978,201.976,204.45,206.828,207.209,207.399,210.063,217.389,221.575,225.951,230.042,232.801,233.181,237.272,240.602,244.978,247.833,250.782,251.353,251.448,251.923,256.395,256.68,261.152,263.53,264.101,264.291,264.862,266.86,268.953,271.046,271.807,271.807,272.093,273.805,275.803,277.991,278.752,282.082,285.031,285.697,287.885,290.549,294.069,295.401,297.97,301.49,301.966,302.251,309.577,317.283,319.756,327.558,332.41,332.79,333.837,338.974,346.49,349.249,356.955,363.9,365.327,365.517,373.033,379.027,383.023,391.68,398.244,399.481,402.335,413.942,423.932,431.733,435.063,444.196,447.335,449.714,456.088,461.32,466.553,475.496,484.439,488.244,490.528,500.612,505.274,513.075,520.496,530.485,533.149,535.908,545.422,551.32,558.265,564.259,568.635,574.344,575.009,577.483,583.001,590.231,594.227,598.128,602.504,604.407,608.593,610.686,615.918,621.817,627.811,628.096,628.286,634.851,643.984,648.455
Kansas,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/kansas-large.png,0.343,0.343,0.343,0.343,0.343,0.687,0.687,0.687,0.687,1.03,1.03,1.374,1.374,2.404,2.748,3.091,3.435,4.122,6.183,7.213,7.557,8.587,9.961,11.678,14.426,14.426,18.892,19.235,21.296,23.7,24.387,27.479,28.166,29.196,31.944,35.035,37.44,38.47,38.813,40.531,41.218,41.561,43.279,43.622,46.027,46.027,48.088,48.774,49.461,53.583,55.301,56.331,56.675,57.705,59.766,59.766,61.827,63.201,64.575,64.918,66.292,66.979,66.979,68.009,68.353,69.383,70.07,70.414,70.414,70.414,71.101,72.131,73.162,73.505,73.849,73.849,73.849,74.536,76.253,77.627,77.97,79.688,80.031,80.031,81.062,81.405,82.436,83.466,83.466,84.153,84.153,84.497,84.497,84.84,86.214,86.901,87.931,88.275,88.618,89.305,89.305,89.992,91.023,92.053,92.397,93.771,93.771,95.145,96.175,96.862,97.205,97.549,97.892,99.266,99.266,100.64,100.64,101.327,102.014,102.358,102.701,104.419,104.762,105.106,105.793,106.136,107.166,108.54,110.258,110.601,113.349,113.006,113.693,114.38,116.784,119.875,122.623,122.967,122.967,123.997,126.058,126.401,127.775,129.836,130.18,130.523,130.523,132.584,134.989,136.362,138.423,138.767,139.454,139.454,139.454,141.171,142.545,143.919,146.323,146.323,146.323,147.354,147.697,151.819,152.506,152.85,154.224,154.224,154.91,156.628,158.345,161.78,164.184,164.871,165.215,165.902,166.245,171.398,172.772,177.237,180.672,181.359,186.167,191.32,198.533,199.907,204.028,204.028,204.372,206.433,210.898,212.959,213.302
Oklahoma,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/oklahoma-large.png,0.0,0.0,0.0,0.254,0.254,0.254,0.508,0.508,0.761,1.269,1.777,2.03,3.807,4.061,4.061,5.837,7.614,8.629,9.644,10.659,11.674,12.943,17.004,20.05,20.303,22.334,23.856,24.364,25.125,27.41,31.216,33.247,34.516,34.516,35.531,36.292,41.622,43.145,45.429,47.713,49.236,49.489,49.997,52.535,54.311,56.342,58.372,60.402,60.402,60.402,62.687,64.209,65.986,67.509,68.524,69.031,69.539,70.554,70.554,72.077,72.331,73.092,73.092,73.092,74.361,75.884,77.153,77.914,78.929,78.929,79.437,80.706,81.721,82.482,83.498,84.767,84.767,84.767,86.035,86.543,87.304,87.558,88.066,88.32,88.32,89.842,90.35,90.858,91.365,91.111,91.111,91.111,92.126,92.38,92.888,93.142,93.395,93.649,93.649,94.157,94.411,95.172,95.68,97.456,97.71,97.71,98.217,98.725,100.248,101.009,101.009,101.009,101.263,102.532,103.293,104.055,105.577,106.846,107.1,107.608,108.623,109.638,111.161,112.937,114.46,114.46,114.714,116.998,120.297,121.059,122.835,125.881,125.881,125.881,129.18,132.733,136.032,137.301,139.332,139.586,139.839,143.646,147.961,150.499,152.275,153.037,153.037,153.544,156.843,159.128,161.919,163.442,166.741,167.756,168.772,172.325,177.401,179.939,181.461,183.999,184.253,185.268,188.821,193.643,197.45,199.48,202.272,202.78,203.034,205.064,208.363,211.916,214.708,215.723,216.485,216.485,216.738,219.022,222.322,225.367,228.159,229.682,229.682,231.458,234.504,236.027,238.311,239.326,240.087,240.595,244.148,246.178,248.97
Missouri,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/missouri-large.png,0.0,0.0,0.0,0.163,0.327,0.49,0.49,0.653,1.143,1.307,1.47,1.47,1.634,2.124,2.124,2.45,2.94,3.594,4.084,5.391,7.188,7.678,10.618,14.049,15.192,16.172,18.949,19.276,20.093,24.34,24.993,27.607,30.057,32.181,32.508,32.671,36.592,38.879,41.166,44.433,45.903,46.23,56.031,53.907,55.214,57.174,58.808,61.422,62.238,63.055,66.812,69.916,73.347,78.901,80.698,82.168,83.965,86.415,90.009,92.459,94.909,97.033,98.013,99.81,103.077,104.547,109.121,110.592,111.408,112.062,112.552,113.205,112.552,115.656,119.249,126.437,126.764,126.764,128.397,129.214,129.868,131.501,133.135,133.135,134.441,138.035,139.015,140.812,143.916,144.57,144.57,144.896,145.55,148.49,154.371,156.494,157.638,157.638,158.455,159.435,160.905,161.232,162.865,164.009,164.009,164.009,164.172,166.296,170.543,171.033,171.523,171.686,171.686,174.3,174.627,175.28,177.077,178.221,178.384,180.508,181.978,182.795,183.121,183.775,185.572,185.572,185.898,187.532,189.329,194.23,195.21,196.026,197.497,199.457,201.254,202.397,205.011,206.645,208.441,208.441,208.932,210.728,211.872,212.689,216.283,216.773,217.916,219.06,219.876,221.183,221.51,222.98,225.104,225.92,231.148,232.781,234.252,235.558,236.049,237.029,237.355,237.355,240.132,241.929,243.073,245.033,249.607,250.424,252.711,255.161,257.775,259.082,262.512,272.477,275.254,275.581,276.071,278.031,279.828,280.971,282.278,282.768,283.912,286.852,288.322,291.099,295.673,298.124,298.287,300.247,304.984,316.583,318.706
South Dakota,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/south-dakota-large.png,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,2.276,2.276,2.276,2.276,2.276,4.552,6.828,6.828,6.828,6.828,6.828,6.828,6.828,6.828,6.828,7.966,7.966,7.966,7.966,7.966,9.104,10.242,10.242,11.38,11.38,12.519,12.519,12.519,14.795,19.347,23.899,23.899,23.899,23.899,27.313,33.003,35.279,35.279,38.694,38.694,38.694,44.384,44.384,48.936,50.074,50.074,50.074,50.074,52.35,52.35,54.626,56.902,56.902,56.902,56.902,56.902,61.455,61.455,67.145,70.559,70.559,70.559,70.559,70.559,72.835,72.835,73.973,73.973,73.973,77.387,78.525,83.077,84.216,85.354,85.354,85.354,87.63,88.768,88.768,92.182,92.182,92.182,92.182,94.458,95.596,99.01,100.148,103.562,103.562,103.562,103.562,105.838,110.391,110.391,110.391,110.391,110.391,111.529,111.529,114.943,121.771,124.047,124.047,124.047,124.047,126.323,130.875,132.014,132.014,134.29,134.29,134.29,135.428,137.704,138.842,138.842,139.98,139.98,139.98,146.808,146.808,147.946,152.498,153.636,153.636,154.774,155.912,160.465,163.879,166.155,166.155,166.155,166.155,167.293,168.431,170.707,172.983,174.121,174.121,175.259,176.397,178.673,180.95,182.088,183.226,183.226,183.226,184.364,184.364,187.778,190.054,190.054,190.054,190.054,192.33,192.33,193.468,196.882,196.882,196.882,196.882,196.882,201.434,201.434,208.263,209.401,209.401,209.401,218.505,219.643,221.919,227.609,229.886,229.886,229.886,229.886,238.99
Rhode Island,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/rhode-island-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,2.835,3.78,7.559,9.449,11.339,13.229,16.064,23.623,25.513,28.348,33.072,40.632,40.632,52.916,59.53,59.53,75.594,75.594,82.208,111.501,129.454,141.738,146.463,161.582,171.031,178.59,190.874,203.159,213.553,220.167,225.837,237.176,251.35,263.634,279.697,302.375,322.219,335.448,349.622,366.63,377.024,394.978,398.758,406.317,419.546,436.555,442.224,452.618,462.067,471.517,478.131,502.699,508.369,525.377,547.111,564.119,574.513,574.513,599.081,618.925,639.713,654.832,671.84,678.455,680.345,691.684,701.133,714.362,729.481,729.481,729.481,754.994,763.498,767.278,777.672,787.121,787.121,787.121,804.13,817.359,827.753,836.257,844.761,844.761,844.761,853.266,856.1,861.77,869.329,875.944,875.944,875.944,893.897,897.677,903.347,906.181,907.126,907.126,907.126,907.126,915.631,917.52,920.355,922.245,922.245,922.245,929.804,930.749,932.639,933.584,935.474,935.474,935.474,940.199,941.144,942.088,945.868,946.813,946.813,946.813,948.703,949.648,951.538,951.538,951.538,951.538,951.538,954.372,955.317,956.262,958.152,958.152,958.152,958.152,959.097,960.042,961.932,962.877,964.767,964.767,964.767,966.656,967.601,970.436,971.381,973.271,973.271,973.271,977.996,981.775,983.665,986.5,988.39,988.39,988.39,990.28,992.169,993.114,996.894,996.894,996.894,996.894,996.894,1000.674,1003.509,1008.233,1012.013,1012.013,1012.013,1015.793,1018.627,1021.462,1025.242,1028.077,1028.077,1028.077,1036.581,1038.471,1041.305,1045.085
Idaho,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/idaho-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.714,1.714,2.285,2.856,3.428,4.57,5.141,5.141,5.141,5.713,5.713,5.713,7.426,8.569,10.283,13.71,14.281,15.424,15.424,18.851,22.279,23.421,23.421,24.564,25.135,25.706,27.42,29.134,30.848,30.848,31.99,31.99,31.99,34.275,34.275,34.275,35.989,36.56,36.56,36.56,37.131,37.703,38.274,38.274,38.274,38.274,39.988,39.416,39.416,41.13,41.13,41.702,41.702,42.273,42.273,43.987,43.987,45.129,45.129,45.129,45.129,45.129,46.272,46.843,46.843,46.843,46.843,46.843,47.414,47.414,47.414,47.414,47.414,47.414,47.414,48.557,48.557,48.557,49.699,49.699,49.699,49.699,50.27,50.27,50.842,50.842,50.842,50.842,50.842,50.842,50.842,51.413,51.413,51.984,51.984,51.984,52.555,52.555,52.555,53.127,53.127,53.127,53.698,53.698,55.983,57.125,57.697,58.268,58.268,58.268,58.839,62.838,65.123,67.408,67.979,67.979,69.693,71.978,77.119,78.833,82.261,82.261,83.403,86.831,91.401,98.827,101.112,107.396,112.537,112.537,114.251,119.963,123.962,127.39,130.817,134.245,135.387,136.53,140.528,140.528,143.385,151.382,153.667,153.667,155.952,161.094,165.092,169.091,174.232,174.804,175.375,179.374,186.229,192.512,195.94,201.653,204.509,205.08,206.223,209.65,212.506,212.506,218.219,219.361,219.933,219.933,222.218,239.927,232.5,235.356,237.07,237.07,239.355,241.64,245.068,247.924,250.209,251.923,253.065,255.35,257.635,259.349,261.063
Maine,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/maine-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747,0.747,2.24,2.24,3.734,3.734,5.228,6.721,7.468,7.468,7.468,8.962,10.455,11.949,12.696,14.189,14.189,14.189,14.936,17.923,20.163,21.657,23.897,25.391,26.138,26.885,29.125,32.859,35.099,35.099,37.34,38.087,38.087,38.833,39.58,41.074,41.82,42.567,42.567,45.554,46.301,46.301,47.048,47.795,47.795,48.542,48.542,49.288,51.529,51.529,52.276,52.276,53.022,54.516,54.516,54.516,56.01,57.503,58.25,58.25,58.997,60.49,62.731,63.478,66.465,66.465,66.465,70.199,70.945,70.945,73.186,73.186,73.933,73.933,74.679,74.679,74.679,74.679,74.679,74.679,75.426,75.426,76.173,76.173,76.173,76.173,76.173,76.173,76.173,76.92,76.92,76.92,77.667,77.667,78.413,78.413,78.413,78.413,78.413,79.907,81.401,81.401,82.147,82.147,82.894,82.894,83.641,85.135,85.135,85.135,85.135,85.135,85.881,87.375,87.375,87.375,88.122,88.122,88.122,88.122,88.869,88.869,88.869,90.362,90.362,91.109,91.856,91.856,91.856,92.602,91.856,92.602,92.602,92.602,93.349,93.349,93.349,94.096,94.096,94.096,94.096,94.843,94.843,94.843,94.843,94.843,95.59,96.336,97.083,97.83,97.83,97.83,98.577,98.577,98.577,98.577,98.577,98.577,98.577,99.324,99.324,100.07,100.07,100.07,100.07,100.07,100.07,100.07,100.07,100.817,101.564,101.564,102.311,103.058,103.058,103.058,103.804,103.804,104.551,104.551,104.551,104.551
Alaska,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/alaska-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,1.36,2.721,2.721,4.081,4.081,4.081,4.081,4.081,6.801,8.162,8.162,8.162,9.522,9.522,9.522,10.882,10.882,10.882,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,12.243,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,13.603,14.963,14.963,14.963,16.323,16.323,16.323,16.323,16.323,16.323,16.323,16.323,16.323,16.323,16.323,16.323,16.323,16.323,19.044,19.044,19.044,19.044,19.044,19.044,19.044,20.404,21.765,21.765,21.765,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,24.485,24.485,24.485,24.485,25.845,25.845,25.845,27.206,27.206,28.566,29.926,29.926,31.287,31.287,32.647,32.647,34.007,34.007,34.007,34.007,34.007,35.367,35.367,35.367,35.367,36.728,36.728,36.728,38.088,38.088,38.088,39.448,39.448,39.448,40.809,42.169,43.529,43.529,48.97,50.331,50.331,50.331,50.331,50.331,50.331,53.051,53.051,54.411,54.411,57.132,57.132,57.132,57.132,57.132,57.132,58.492,59.853,59.853,59.853,59.853,59.853,59.853,61.213,61.213,61.213,61.213,61.213,61.213,62.573
Louisiana,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/louisiana-large.png,0.644,0.858,0.858,2.146,3.004,3.434,4.292,7.511,9.872,13.949,17.812,25.538,29.401,32.406,39.702,51.291,58.588,66.528,79.404,87.774,102.367,109.879,124.901,139.923,150.654,162.028,172.973,180.27,189.712,217.396,236.711,248.085,260.318,271.907,278.13,284.997,301.522,316.115,343.156,356.247,366.333,371.055,373.415,386.506,395.949,408.825,422.775,427.711,431.788,442.948,453.893,465.052,473.851,477.929,486.513,490.591,495.312,503.682,510.978,518.704,525.357,532.01,534.585,550.037,553.9,559.694,564.201,572.57,572.57,577.506,577.506,579.867,584.374,588.237,593.816,597.894,598.967,601.113,608.41,615.921,618.711,624.934,627.724,630.085,631.802,634.592,636.952,641.03,642.961,644.678,646.824,647.683,652.833,657.125,657.125,661.847,666.139,666.353,668.929,672.577,676.44,679.015,684.595,684.595,686.526,686.526,691.248,694.896,698.544,703.48,703.48,705.626,707.343,712.279,716.571,720.005,725.37,730.306,733.096,734.598,739.32,742.753,747.904,753.054,753.054,760.351,742.968,750.694,763.57,767.004,797.263,797.263,807.564,812.5,818.08,833.317,842.331,847.481,847.481,859.928,863.577,869.371,879.028,889.759,902.85,902.85,914.868,920.018,925.598,934.826,944.698,950.707,950.707,967.232,971.309,977.318,989.122,995.131,1005.861,1005.861,1018.523,1022.386,1029.468,1041.056,1045.992,1052.431,1052.431,1058.225,1062.302,1069.599,1073.891,1077.539,1080.544,1080.544,1092.991,1095.566,1098.356,1103.078,1107.584,1116.383,1116.383,1123.465,1127.114,1132.693,1136.556,1140.205,1146.428,1146.428,1152.008,1153.939,1156.3,1160.378,1163.811
North Carolina,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/north-carolina-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.289,0.385,0.482,0.674,0.674,1.156,1.349,2.023,2.601,3.275,3.66,4.335,5.105,6.357,7.321,7.995,8.573,8.573,9.054,10.788,12.522,14.449,17.049,18.013,19.265,20.999,23.599,25.526,27.067,28.319,29.379,31.209,32.75,34.966,36.796,39.108,40.36,41.516,41.805,42.575,45.465,47.391,49.414,51.052,53.075,54.327,55.386,57.794,60.203,61.744,64.248,65.115,66.078,66.753,66.753,69.931,70.124,74.651,74.94,75.518,76.096,77.156,81.298,84.38,88.522,89.485,90.256,91.315,92.567,96.228,96.902,97.769,99.021,99.406,100.273,102.874,104.993,106.534,107.979,108.557,109.039,109.81,112.603,113.759,115.011,115.878,117.034,117.804,123.102,124.836,127.629,128.689,129.845,130.327,130.23,130.712,132.927,134.661,135.721,136.684,136.973,137.069,137.936,139.285,140.826,142.271,144.197,145.738,146.605,147.28,151.325,153.059,154.793,156.334,158.742,159.127,161.536,164.233,166.833,169.145,172.324,174.443,175.021,177.044,179.163,181.86,185.135,187.061,190.625,191.011,196.79,198.524,200.836,204.785,208.06,210.372,211.142,211.817,215.573,219.619,220.293,222.798,225.687,226.073,226.169,230.793,234.164,237.439,240.232,242.833,243.796,244.182,247.553,251.021,253.332,255.452,258.438,259.305,260.268,264.024,267.685,269.997,273.464,278.28,278.377,279.051,280.207,284.927,288.009,291.188,293.5,293.981,294.752,299.664,303.325,306.311,308.911,311.609,312.379,312.764,316.521,319.411,323.264
Nevada,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/nevada-large.png,0.33,0.33,0.33,0.33,0.33,0.661,0.661,1.321,1.321,1.982,3.303,3.303,3.303,4.955,4.955,8.588,10.24,12.552,14.204,15.195,15.195,15.195,23.783,23.783,26.756,29.729,33.693,36.996,37.657,41.621,43.272,45.254,46.906,49.879,52.191,52.521,53.843,56.816,64.413,65.074,67.716,68.047,68.047,72.341,75.974,80.268,81.259,84.232,85.223,87.536,89.187,95.463,98.106,97.115,103.391,102.4,103.061,106.034,109.337,109.998,113.301,114.622,115.613,118.256,118.256,124.532,126.514,127.505,127.835,125.523,130.147,130.147,132.79,134.111,134.111,137.745,137.745,137.745,137.745,142.369,142.039,144.021,144.351,144.681,146.003,147.324,148.315,151.618,152.279,152.609,152.939,153.6,154.261,156.243,156.903,158.225,160.537,160.867,161.528,161.528,161.528,163.51,164.501,165.161,165.161,166.483,167.474,168.795,173.42,174.41,175.071,176.392,177.383,181.017,182.669,188.614,191.257,195.551,195.881,195.881,202.158,204.14,206.782,210.416,213.389,213.719,214.049,223.298,232.547,234.199,238.493,241.796,242.457,244.109,250.715,257.652,264.589,274.168,274.829,274.829,279.783,284.738,293.987,297.291,303.897,313.476,316.119,318.101,324.047,329.002,340.233,345.187,353.115,354.106,355.758,364.016,374.586,387.138,391.433,395.396,395.396,396.387,406.297,412.904,419.84,425.126,430.08,430.08,431.071,433.714,441.311,450.23,454.194,458.488,458.818,460.14,460.14,466.416,472.031,475.335,478.638,479.629,480.95,489.539,493.502,497.466,503.412,504.733,505.724,505.724,510.679,513.982,516.625
West Virginia,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/west-virginia-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554,0.554,0.554,1.108,1.108,1.108,1.663,2.217,2.217,2.217,2.771,2.771,2.771,3.325,4.434,4.988,5.542,6.651,8.868,8.868,9.976,13.302,14.41,14.964,17.181,17.735,17.735,18.844,18.844,21.061,21.061,22.724,25.495,26.603,26.603,26.603,26.603,27.712,28.266,28.82,28.82,29.929,29.929,32.146,32.146,33.254,35.471,35.471,37.134,37.688,37.688,38.242,38.796,39.905,39.905,39.905,39.905,39.905,41.013,41.013,41.013,41.568,41.568,42.122,43.23,43.23,43.785,46.556,46.556,46.556,46.556,46.556,47.11,47.664,48.773,48.773,48.773,48.773,48.773,48.773,48.773,48.773,48.773,49.327,49.327,50.99,50.99,50.99,50.99,51.544,51.544,51.544,51.544,51.544,51.544,51.544,52.098,52.098,52.652,52.652,52.652,52.652,52.652,53.206,53.206,53.761,53.761,54.315,54.869,55.423,55.423,55.423,55.423,55.978,55.978,56.532,57.086,57.086,57.086,57.64,59.857,61.52,62.074,64.291,64.291,64.845,64.845,68.725,68.725,68.725,70.388,72.605,77.039,78.147,81.472,84.798,84.798,87.015,88.677,88.677,88.677,89.786,92.003,92.557,94.774,98.099,99.208,99.208,103.642,105.305,109.738,111.401,119.16,118.606,119.16,124.148,129.137,133.016,135.787,136.342,138.004,137.45,139.667,141.33,142.992,146.318,147.426,147.981,154.077,156.848,162.391,164.608,166.27,172.367,174.03,174.584,177.355,178.463,181.789
Nebraska,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/nebraska-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.039,1.039,1.039,1.558,2.077,2.597,3.116,3.116,4.155,4.674,5.193,6.232,7.27,7.79,8.828,8.828,8.828,10.386,10.386,10.906,12.464,12.464,14.541,17.137,17.137,19.734,24.408,25.966,25.966,29.082,29.082,29.082,29.082,36.352,37.91,37.91,40.507,40.507,40.507,40.507,47.258,46.738,46.738,46.738,50.893,51.931,53.489,53.489,58.683,63.876,63.876,63.876,63.876,71.665,71.665,76.339,76.339,76.339,76.339,76.339,79.455,84.648,85.168,88.284,88.284,88.284,88.284,88.284,97.112,97.112,97.112,97.112,97.631,98.151,99.189,110.095,111.653,111.653,111.653,114.249,119.962,121.52,124.116,126.713,126.713,126.713,129.309,132.945,133.464,135.022,138.138,138.657,138.657,139.696,142.292,143.331,146.447,147.485,147.485,147.485,146.966,146.447,146.447,147.485,148.524,148.005,148.005,149.563,148.524,151.121,155.275,156.314,156.314,156.314,162.546,160.988,161.507,164.104,164.104,164.104,164.104,164.623,166.7,168.258,170.335,172.413,172.413,172.413,170.335,172.413,176.567,176.567,179.164,179.164,179.164,180.722,182.28,184.876,186.953,187.473,187.473,187.473,187.992,191.627,192.666,193.704,195.262,195.262,196.301,198.898,198.898,200.456,203.052,203.571,203.571,203.571,206.168,207.207,207.207,209.803,209.803,209.803,209.803,209.803,211.361,218.632,223.305,226.941,226.941,225.383,225.902,226.421,227.979,229.537,229.537,229.537,229.537,234.73,239.404,239.923,239.923
