state,url,March 16,March 17,March 18,March 19,March 20,March 21,March 22,March 23,March 24,March 25,March 26,March 27,March 28,March 29,March 30,March 31,April 01,April 02,April 03,April 04,April 05,April 06,April 07,April 08,April 09,April 10,April 11,April 12,April 13,April 14,April 15,April 16,April 17,April 18,April 19,April 20,April 21,April 22,April 23,April 24,April 25,April 26,April 27,April 28,April 29,April 30,May 01,May 02,May 03,May 04,May 05,May 06,May 07,May 08,May 09,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31,June 01,June 02,June 03,June 04,June 05,June 06,June 07,June 08,June 09,June 10,June 11,June 12,June 13,June 14,June 15,June 16,June 17,June 18,June 19,June 20,June 21,June 22,June 23,June 24,June 25,June 26,June 27,June 28,June 29,June 30,July 01,July 02,July 03,July 04,July 05,July 06,July 07,July 08,July 09,July 10,July 11,July 12,July 13,July 14,July 15,July 16,July 17,July 18,July 19,July 20,July 21,July 22,July 23,July 24,July 25,July 26,July 27,July 28,July 29,July 30,July 31,August 01,August 02,August 03,August 04,August 05,August 06,August 07,August 08,August 09,August 10,August 11,August 12,August 13,August 14,August 15,August 16,August 17,August 18,August 19,August 20,August 21,August 22,August 23,August 24,August 25,August 26,August 27,August 28,August 29,August 30,August 31,September 01,September 02,September 03,September 04,September 05,September 06,September 07,September 08,September 09,September 10,September 11,September 12,September 13,September 14,September 15,September 16,September 17,September 18,September 19,September 20,September 21,September 22,September 23,September 24
New Hampshire,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/new-hampshire-large.png,12.56,19.21,19.21,32.509,32.509,40.636,54.674,74.623,74.623,79.795,101.222,116.737,138.164,158.113,231.997,263.767,271.156,233.475,353.906,398.976,458.822,528.274,528.274,551.917,605.114,605.114,653.877,686.386,727.762,681.215,841.544,841.544,950.893,991.529,1026.994,1069.108,1100.878,1173.285,1233.87,1270.812,1327.703,1377.206,1431.88,1485.077,1520.542,1585.56,1706.731,1794.653,1860.41,1912.129,1947.594,2025.172,2100.535,2177.374,2224.66,2268.991,2334.748,2393.117,2437.448,2498.772,2551.23,2627.331,2656.884,2698.26,2749.24,2857.85,2907.353,2965.721,3021.135,3065.465,3100.93,3126.051,3166.687,3242.788,3318.889,3318.889,3436.365,3461.486,3508.772,3542.759,3602.605,3659.496,3708.26,3725.992,3752.591,3752.591,3825.736,3848.64,3879.672,3915.136,3929.174,3949.123,3963.161,4016.358,4026.702,4053.3,4076.943,4096.153,4106.497,4116.102,4136.051,4165.605,4189.986,4223.973,4246.139,4255.744,4271.998,4286.775,4301.552,4327.411,4338.494,4356.965,4369.526,4382.825,4397.602,4413.117,4426.417,4450.799,4472.964,4483.308,4500.301,4516.556,4535.766,4554.976,4571.969,4583.052,4617.038,4626.643,4651.025,4668.019,4710.133,4739.687,4755.202,4758.897,4802.488,4812.093,4834.998,4863.813,4886.717,4901.494,4920.704,4945.085,4964.295,4981.289,5008.626,5037.441,5050.001,5053.696,5069.211,5088.421,5113.542,5145.312,5157.134,5163.044,5174.866,5184.471,5198.509,5208.853,5224.369,5241.362,5250.967,5275.349,5287.17,5287.17,5315.246,5331.501,5353.666,5359.577,5375.093,5391.347,5400.214,5428.29,5443.805,5485.181,5502.174,5523.601,5536.9,5536.9,5595.268,5629.994,5653.637,5686.146,5699.445,5726.044,5748.948,5748.948,5808.056,5851.647,5871.596,5875.29,5903.367,5915.927,5943.264
Pennsylvania,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/pennsylvania-large.png,6.015,8.749,11.874,16.093,23.67,30.935,39.763,54.527,73.901,98.43,140.224,183.19,222.25,268.106,324.586,387.706,469.419,567.772,669.483,815.879,905.325,1025.473,1160.307,1299.203,1429.585,1566.372,1696.675,1791.902,1897.676,1989.31,2089.928,2207.497,2334.832,2472.634,2570.284,2649.34,2753.63,2818.703,2998.143,3141.024,3214.847,3329.135,3402.724,3526.074,3619.036,3747.464,3873.08,3944.56,4001.665,4125.953,4207.822,4280.942,4371.248,4481.787,4574.67,4682.397,4723.019,4789.499,4851.291,4929.723,5010.264,5092.211,5132.443,5208.14,5258.293,5321.96,5409.923,5484.839,5547.179,5590.457,5618.736,5685.372,5746.227,5798.02,5857.703,5913.402,5947.15,5987.537,6032.769,6076.125,6119.481,6156.978,6210.881,6242.363,6276.032,6317.514,6352.355,6393.914,6443.364,6479.533,6499.766,6529.92,6560.309,6584.604,6615.383,6655.692,6686.237,6713.188,6763.263,6812.634,6849.897,6885.52,6941.687,6987.465,7020.041,7067.225,7119.722,7169.405,7234.791,7295.724,7337.128,7374.703,7429.152,7491.492,7556.096,7619.92,7693.352,7750.692,7795.845,7837.717,7910.836,7989.19,8052.154,8130.586,8185.348,8232.532,8312.292,8394.708,8451.501,8517.902,8615.942,8680.234,8729.449,8827.099,8912.092,8978.963,9046.77,9123.327,9176.527,9220.664,9287.925,9352.764,9409.166,9471.74,9532.751,9582.513,9633.056,9704.067,9766.172,9836.635,9913.739,9978.344,10040.761,10082.867,10127.942,10174.814,10226.217,10287.696,10344.333,10402.376,10442.92,10483.932,10527.367,10567.911,10617.36,10685.246,10747.351,10790.941,10842.578,10901.402,10978.272,11059.36,11131.62,11192.944,11235.441,11291.374,11339.496,11407.694,11459.8,11538.466,11611.273,11611.273,11717.906,11799.463,11862.427,11934.687,11993.042,12048.82,12098.113,12162.64,12223.885,12290.99,12357.001
Minnesota,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/minnesota-large.png,9.632,10.702,13.735,15.875,20.513,24.615,29.788,41.739,46.555,51.015,61.36,70.635,78.662,89.721,102.742,112.196,122.899,132.352,140.557,154.292,166.778,175.875,190.68,205.842,221.182,238.306,254.537,289.142,289.142,302.341,322.676,322.676,369.231,394.025,420.245,440.58,457.882,485.53,524.772,568.116,614.671,642.497,679.777,745.775,828.361,916.121,1022.074,1111.617,1188.495,1290.346,1400.402,1530.257,1670.457,1799.421,1924.638,2010.435,2104.616,2228.585,2304.036,2396.433,2540.023,2670.056,2794.739,2920.313,3037.503,3151.84,3246.377,3389.967,3539.8,3669.655,3802.007,3917.058,4006.957,4093.111,4197.281,4314.828,4432.554,4496.411,4549.923,4614.494,4686.378,4812.487,4905.419,4974.092,5034.382,5087.716,5149.432,5229.165,5314.605,5381.852,5435.185,5474.784,5508.496,5582.342,5649.945,5713.446,5791.216,5872.019,5926.779,5969.945,6022.387,6086.601,6174.538,6248.92,6340.96,6396.612,6475.453,6549.12,6637.236,6711.083,6711.083,6802.409,6879.644,6980.247,7061.584,7163.97,7271.707,7415.118,7541.763,7629.344,7700.336,7802.365,7910.28,8029.076,8110.592,8241.518,8402.588,8465.018,8554.918,8690.481,8827.293,8970.526,9124.283,9240.225,9325.487,9444.283,9577.17,9714.695,9844.015,9979.4,10088.742,10196.122,10306.178,10459.757,10556.97,10720.359,10862.521,10972.756,11030.37,11113.135,11236.212,11366.423,11489.5,11621.318,11721.92,11788.988,11882.811,12005.888,12153.046,12283.971,12411.864,12539.222,12612.176,12706.535,12912.377,13063.993,13245.398,13411.641,13532.043,13619.623,13749.835,13934.986,14085.354,14248.386,14374.495,14488.297,14556.614,14602.99,14670.95,14754.25,14909.791,15038.754,15152.556,15224.261,15306.669,15468.81,15662.344,15825.376,16056.547,16221.541,16307.16,16428.097,16590.772
Colorado,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/colorado-large.png,28.113,28.113,32.33,48.671,63.782,68.526,103.843,123.698,127.036,179.397,251.261,251.788,305.73,405.356,406.059,521.148,523.959,587.213,657.496,735.862,869.751,910.69,953.914,993.624,993.624,1089.736,1144.381,1283.892,1351.364,1396.872,1397.926,1455.91,1527.071,1589.623,1709.631,1709.631,1840.181,1913.627,1981.626,2153.467,2278.571,2361.68,2438.64,2515.424,2593.087,2685.509,2774.944,2850.849,2922.889,2972.614,3051.507,3133.21,3227.741,3308.039,3404.327,3461.959,3492.883,3541.73,3597.605,3661.386,3730.615,3801.073,3854.664,3901.051,3950.249,4005.597,4074.825,4126.835,4210.647,4247.545,4261.953,4313.963,4349.456,4411.48,4497.752,4583.146,4632.344,4667.31,4704.384,4752.176,4804.889,4849.694,4890.634,4917.517,4949.496,4978.312,5004.843,5030.848,5061.597,5095.86,5115.715,5145.409,5170.535,5210.772,5251.185,5301.437,5329.726,5363.286,5392.278,5425.311,5471.346,5528.275,5583.974,5623.684,5673.585,5709.429,5745.273,5800.445,5857.199,5902.883,5947.512,5982.478,6016.214,6087.727,6167.146,6238.835,6355.856,6426.139,6482.716,6539.47,6618.538,6700.945,6801.274,6909.861,6987.875,7050.075,7124.575,7211.198,7323.475,7431.535,7548.732,7690.879,7786.991,7827.228,7958.833,8043.523,8115.212,8221.515,8301.989,8382.814,8425.159,8500.011,8604.381,8683.098,8763.396,8839.125,8898.163,8964.58,9035.215,9090.562,9171.915,9227.965,9280.678,9340.067,9374.154,9420.013,9467.454,9525.262,9525.262,9639.999,9685.507,9720.297,9800.947,9834.858,9896.356,9971.91,10018.824,10050.978,10086.295,10147.968,10190.841,10237.93,10237.93,10360.75,10410.826,10448.252,10481.109,10523.279,10569.666,10623.608,10696.35,10769.62,10835.335,10907.726,11010.866,11091.516,11197.819,11304.297,11392.327,11487.56,11602.472,11710.708,11806.82
Florida,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/florida-large.png,7.296,10.167,14.78,19.629,26.501,31.02,47.26,57.757,66.465,79.174,110.947,136.507,177.13,199.865,257.622,317.308,327.429,424.019,483.329,543.063,581.332,627.179,684.654,727.536,770.277,825.209,870.539,936.486,989.394,1018.061,1059.625,1098.788,1165.441,1199.944,1238.637,1273.705,1311.833,1332.545,1395.573,1437.231,1451.635,1484.256,1512.781,1546.202,1562.441,1585.836,1634.696,1669.293,1698.242,1736.794,1762.307,1788.808,1827.689,1845.152,1882.904,1910.911,1929.081,1973.375,1995.922,2033.956,2077.638,2109.317,2145.892,2186.091,2209.72,2234.527,2291.201,2327.728,2359.549,2394.382,2435.757,2459.717,2477.557,2508.2,2565.251,2608.886,2643.672,2675.068,2704.111,2766.104,2832.899,2894.327,2954.108,3009.652,3055.123,3106.713,3171.248,3251.175,3340.705,3462.197,3557.092,3639.844,3770.844,3893.7,4044.658,4224.565,4415.157,4579.625,4717.356,4872.032,5131.443,5366.988,5787.901,6239.08,6640.599,6888.478,7175.284,7484.213,7960.058,8406.672,8946.016,9419.507,9717.752,10063.585,10533.782,10954.365,11492.532,11980.192,12700.385,13294.614,13727.389,14206.623,14863.975,15403.696,15889.85,16477.207,16964.254,17408.609,17869.202,18351.637,18937.394,19511.618,19951.453,20370.012,20804.481,21249.118,21717.761,22141.733,22595.596,22929.991,23153.674,23410.025,23664.635,24024.731,24386.522,24786.723,25079.931,25275.513,25549.986,25931.688,26225.225,26514.62,26813.618,26991.501,27117.558,27298.218,27491.917,27706.327,27926.81,28129.735,28269.725,28376.012,28501.834,28653.404,28807.281,28986.858,29137.345,29258.931,29347.66,29703.944,29817.009,29985.101,30135.636,30307.729,30428.42,30514.937,30600.748,30702.752,30819.113,30990.923,31141.081,31255.135,31336.851,31483.526,31594.379,31747.596,31898.413,32066.599,32185.266,32264.582,32380.848,32502.763,32622.371
Washington,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/washington-large.png,120.151,143.012,134.771,182.885,202.555,238.308,265.422,295.194,309.415,344.371,426.243,462.129,535.629,593.445,654.318,721.969,745.361,849.164,909.904,963.201,1040.023,1104.618,1155.257,1232.876,1281.123,1344.92,1386.787,1410.046,1413.501,1435.299,1454.305,1469.59,1530.728,1565.152,1628.816,1610.076,1647.025,1674.139,1695.006,1724.778,1770.233,1797.081,1819.011,1839.745,1870.049,1904.206,1945.409,1994.054,2018.244,2055.06,2072.604,2113.939,2157.268,2178.135,2216.147,2244.989,2275.691,2303.336,2327.526,2362.216,2385.874,2430.664,2449.936,2473.594,2500.176,2521.442,2540.847,2560.518,2560.518,2635.346,2666.846,2682.264,2712.168,2759.75,2800.554,2837.503,2884.42,2920.971,2944.894,2988.356,3020.919,3056.007,3115.684,3153.829,3195.298,3236.898,3236.898,3293.385,3345.486,3394.264,3433.606,3476.669,3526.244,3559.871,3614.098,3668.458,3751.394,3811.869,3837.122,3905.703,3969.899,4036.088,4100.949,4173.916,4220.169,4286.757,4362.649,4443.857,4539.021,4622.356,4684.691,4771.215,4915.689,4973.505,5042.751,5127.814,5212.478,5212.478,5403.603,5549.937,5622.639,5721.259,5889.656,5989.87,6117.331,6239.609,6345.538,6456.12,6545.436,6646.713,6755.035,6891.268,6995.736,7086.912,7204.405,7308.075,7416.796,7416.796,7647.794,7731.793,7803.831,7892.083,7985.785,8096.499,8185.549,8309.953,8382.921,8459.345,8526.331,8599.565,8684.229,8790.557,8889.708,8966.265,9000.821,9072.859,9129.478,9222.516,9274.351,9382.806,9438.229,9485.944,9530.336,9590.943,9662.981,9742.461,9819.283,9877.897,9919.763,9960.168,10018.383,10082.047,10145.711,10212.299,10265.33,10306.532,10306.532,10368.203,10429.076,10501.379,10563.182,10609.701,10651.169,10694.631,10740.751,10792.054,10845.75,10925.097,10971.483,10995.673,11057.21,11124.861,11196.101
Iowa,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/iowa-large.png,7.305,7.305,9.21,13.974,14.292,21.597,28.584,33.348,39.382,46.37,56.85,74.636,94.645,106.713,134.662,157.847,173.727,195.006,222.002,249.951,275.994,300.449,332.209,363.652,403.352,440.828,479.575,504.031,543.095,603.122,633.611,679.981,740.642,798.128,921.674,1003.297,1156.38,1190.364,1246.261,1411.73,1617.217,1739.176,1863.675,2025.015,2173.334,2269.25,2503.956,2745.014,2913.977,3081.669,3211.25,3304.307,3512.335,3638.739,3706.706,3798.174,3929.661,4100.847,4220.582,4343.175,4461.958,4550.568,4653.153,4749.703,4858.004,4960.907,5135.586,5237.854,5366.799,5478.912,5576.097,5622.467,5833.988,5902.907,6020.737,6111.888,6209.709,6256.396,6358.028,6447.273,6607.978,6718.503,6821.405,6895.724,6989.416,7062.464,7186.01,7296.217,7415.952,7532.511,7598.889,7648.435,7679.242,7768.488,7895.845,8027.014,8097.521,8245.84,8303.961,8406.545,8448.469,8693.655,8802.91,8915.975,9057.942,9161.162,9233.892,9373.636,9610.248,9675.038,9864.963,10009.788,10086.33,10211.782,10361.371,10561.459,10853.016,11007.369,11246.204,11316.393,11391.029,11603.821,11862.347,12037.98,12168.196,12326.996,12495.323,12615.376,12770.047,12956.796,13159.424,13302.979,13452.569,13560.235,13633.918,13854.65,14064.901,14213.537,14385.041,14521.609,14579.412,14682.95,14875.098,15104.722,15257.488,15414.699,15536.658,15614.787,15727.853,15871.408,15998.448,16276.03,16535.826,16657.149,16778.472,16896.619,16998.886,17319.662,17573.107,17784.31,17927.23,18074.279,18295.646,18677.083,19528.568,19954.151,20203.149,20516.62,20688.124,20912.985,21108.626,21498.638,21833.071,22133.52,22300.26,22402.527,22555.61,22738.548,23012.636,23311.497,23567.483,23717.072,23840.301,24048.964,24344.649,24519.964,25039.239,25345.723,25538.189,25727.795,25921.849,26319.801,26675.513
New Mexico,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/new-mexico-large.png,8.123,10.99,10.99,16.724,20.547,20.547,27.237,39.661,47.784,53.996,53.996,64.987,99.391,113.249,113.249,150.52,162.466,185.403,255.168,255.168,320.154,361.727,418.59,431.014,413.334,516.547,521.326,594.914,603.037,642.698,709.118,709.118,763.114,859.16,881.619,941.827,941.827,1056.031,1136.787,1204.64,1271.06,1302.598,1349.904,1421.103,1535.307,1629.92,1678.66,1783.307,1839.693,1926.182,1977.311,2050.421,2146.945,2232.957,2283.13,2323.747,2422.182,2490.514,2563.146,2629.566,2705.543,2793.943,2837.427,2912.926,2958.799,3018.529,3092.595,3165.705,3165.705,3317.659,3357.319,3407.015,3465.312,3518.83,3580.472,3643.069,3674.129,3727.169,3834.206,3889.636,3991.416,4143.848,4205.012,4271.909,4330.206,4350.753,4420.041,4475.948,4551.925,4597.32,4646.06,4704.357,4746.407,4809.482,4851.532,4902.661,4983.894,5048.403,5110.045,5178.854,5251.486,5348.01,5451.224,5552.049,5642.839,5725.505,5804.349,5865.991,5982.585,6104.912,6242.053,6334.276,6454.215,6559.34,6697.914,6809.729,6952.126,7059.163,7181.013,7306.685,7413.244,7569.499,7711.418,7863.372,7997.167,8109.46,8226.054,8370.362,8518.971,8679.048,8828.135,8977.7,9099.072,9318.879,9456.975,9621.831,9742.247,9843.55,9937.207,10042.332,10096.806,10197.153,10305.145,10404.059,10495.804,10567.481,10663.049,10724.691,10819.781,10902.448,10984.159,11066.826,11134.679,11185.331,11229.292,11267.042,11348.275,11444.799,11513.608,11612.522,11657.439,11727.204,11757.786,11817.994,11907.828,11966.125,12031.111,12081.285,12114.256,12165.863,12238.495,12334.063,12377.069,12446.834,12475.027,12492.707,12510.387,12551.959,12628.892,12692.923,12739.751,12787.536,12826.241,12864.946,12921.331,12996.83,13068.985,13146.395,13178.411,13228.106,13279.235,13373.37,13486.619
North Dakota,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/north-dakota-large.png,1.319,3.957,7.915,23.744,25.063,36.935,36.935,39.574,47.488,59.36,67.275,89.7,123.997,129.274,143.784,160.933,187.315,209.74,228.208,245.357,273.058,296.802,312.632,331.1,354.844,366.716,386.503,406.29,436.629,449.821,481.48,518.415,518.415,696.496,771.686,827.089,849.515,895.684,935.257,986.703,1059.255,1143.679,1242.613,1307.25,1362.653,1407.503,1460.268,1520.948,1571.074,1615.924,1670.008,1745.198,1808.516,1879.749,1931.195,1966.811,2002.427,2072.341,2172.594,2258.337,2322.974,2437.737,2506.332,2547.225,2630.329,2763.561,2940.323,3056.406,3119.724,3189.637,3241.083,3194.913,3217.339,3272.742,3324.187,3369.038,3399.377,3462.695,3490.397,3533.928,3569.544,3620.99,3714.648,3774.008,3799.071,3826.773,3879.538,3930.984,3978.472,4033.875,4062.896,4090.597,4120.937,4176.34,4211.957,4255.488,4288.466,4337.273,4370.251,4379.485,4434.888,4475.781,4512.716,4561.524,4610.331,4668.373,4717.18,4768.626,4824.029,4909.772,4984.962,5033.77,5077.301,5141.938,5238.233,5370.146,5480.952,5597.035,5717.075,5859.54,5926.815,6021.792,6157.661,6321.233,6472.932,6620.673,6761.819,6868.668,7079.728,7245.937,7405.551,7566.484,7751.161,7896.264,8100.728,8214.173,8311.788,8533.4,8708.843,8785.352,8950.243,9145.473,9309.044,9467.339,9665.207,9903.968,10020.051,10174.388,10401.277,10513.402,10778.546,10977.733,11138.666,11327.301,11406.448,11584.529,11829.886,12191.325,12497.362,12842.972,13027.649,13191.22,13493.299,13807.25,14246.518,14655.445,15148.797,15436.366,15586.745,15829.464,16181.669,16659.192,17112.97,17589.173,17980.952,18205.203,18298.86,18612.811,19052.079,19369.987,19986.017,20547.963,20883.02,21190.376,21545.22,22059.677,22728.472,23225.781,23688.793,24066.062,24414.31,25038.255,25658.242
Arkansas,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/arkansas-large.png,7.31,7.31,10.964,20.6,31.897,40.535,54.822,63.793,72.764,93.032,111.306,126.589,135.892,141.541,157.157,173.77,194.037,213.64,233.908,246.866,278.098,290.723,314.314,332.255,371.794,389.071,408.01,425.287,468.48,497.719,521.309,538.254,563.173,579.453,591.747,655.54,661.188,756.213,863.532,933.638,967.195,997.098,1019.692,1038.963,1060.891,1090.13,1108.736,1120.365,1141.962,1159.904,1171.2,1199.774,1230.342,1244.961,1244.961,1333.009,1343.309,1383.511,1407.434,1450.627,1482.856,1521.065,1581.203,1599.145,1635.693,1662.274,1813.45,1864.617,1918.775,1967.616,2003.168,2053.338,2085.567,2172.286,2251.695,2330.107,2409.848,2472.977,2597.573,2680.304,2799.252,2874.341,3023.856,3131.839,3236.167,3349.134,3444.824,3593.674,3836.553,4018.629,4153.525,4291.743,4382.781,4520.667,4627.653,4861.229,5031.011,5170.226,5343.663,5541.355,5772.937,6001.197,6226.466,6415.852,6584.637,6730.497,6903.27,7042.817,7334.538,7516.281,7711.315,7912.33,8058.19,8144.244,8388.119,8655.917,8905.441,9257.964,9425.089,9615.139,9905.198,10066.341,10337.794,10553.096,10809.264,11040.182,11272.428,11514.31,11710.673,12047.248,12376.181,12619.392,12832.7,13106.478,13350.354,13611.839,13874.653,14124.509,14344.462,14556.108,14817.593,15078.082,15381.099,15625.306,15961.216,16217.718,16407.768,16622.072,16749.326,16976.921,17199.532,17407.524,17274.622,17498.23,17635.119,17771.344,18013.558,18195.966,18490.677,18672.42,18797.016,18903.338,19062.821,19278.454,19518.343,19796.773,20060.916,20219.734,20342.004,20432.709,20637.047,20959.002,21322.489,21493.601,21721.86,21838.15,21935.833,22063.751,22195.989,22563.796,23161.523,23330.641,23466.201,23755.263,23995.152,24324.749,24614.144,24972.315,25159.375,25372.35,25577.352,25903.627,26264.456
Hawaii,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/hawaii-large.png,4.928,7.039,9.855,11.263,18.302,26.045,37.308,39.42,63.354,64.058,66.873,74.617,104.886,104.886,123.188,143.602,157.681,180.206,224.554,247.08,261.159,272.421,288.612,288.612,311.138,311.138,327.328,351.262,354.781,359.709,368.86,373.084,380.827,404.057,408.28,411.096,412.504,416.727,419.543,423.063,425.878,426.582,427.286,428.694,431.51,435.03,435.734,436.437,436.437,437.141,439.957,440.661,442.773,442.773,444.181,444.885,446.292,446.996,449.108,448.404,449.108,449.812,450.516,450.516,451.22,452.628,455.444,451.924,452.628,452.628,452.628,452.628,453.332,455.444,456.851,458.259,458.963,458.963,459.667,459.667,461.075,467.41,473.746,475.154,475.858,480.081,482.193,487.121,496.976,508.942,512.462,518.094,518.094,523.725,536.396,555.402,555.402,573.0,574.408,576.52,587.783,599.046,609.605,613.828,632.834,633.538,645.505,651.84,665.919,686.333,703.227,720.122,725.049,753.911,770.101,795.442,815.153,844.718,858.796,874.987,889.769,909.479,922.854,939.044,953.123,972.129,980.576,998.175,1010.142,1048.858,1090.39,1140.369,1184.717,1204.427,1236.807,1312.832,1400.12,1485.999,1546.537,1578.214,1723.224,1823.886,1944.962,2051.256,2192.746,2355.354,2462.352,2560.902,2643.966,2786.16,3035.352,3197.96,3396.469,3549.222,3671.002,3765.329,3948.351,4113.775,4274.271,4474.188,4645.947,4764.912,4916.257,5110.542,5325.945,5511.783,5729.298,5870.084,5963.707,6091.118,6329.047,6477.577,6668.342,6823.207,6937.244,7010.453,7056.912,7125.897,7244.862,7362.418,7453.226,7532.066,7587.676,7633.432,7705.233,7817.158,7895.998,7972.727,8026.93,8066.35,8110.697,8228.254,8291.608
Utah,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/utah-large.png,12.367,16.172,16.172,25.368,24.734,43.126,51.371,81.495,94.497,107.815,125.573,149.673,190.896,228.314,253.048,281.587,281.587,346.276,397.964,455.043,509.902,534.318,553.662,588.226,588.543,666.867,699.846,730.288,749.314,766.438,807.978,850.787,885.669,924.989,973.189,1018.852,1045.488,1092.42,1145.376,1199.283,1251.922,1307.415,1343.248,1377.812,1426.012,1481.505,1530.973,1580.758,1641.008,1686.036,1727.894,1774.191,1815.097,1876.932,1935.279,1982.211,2017.409,2039.606,2099.222,2140.128,2192.133,2241.284,2295.191,2341.488,2383.98,2444.864,2496.869,2554.898,2619.27,2661.128,2702.034,2733.427,2760.698,2828.875,2937.642,3022.942,3106.658,3170.712,3235.084,3328.63,3428.834,3568.042,3741.181,3826.164,3907.343,3982.496,4079.212,4202.248,4305.307,4433.416,4538.694,4632.24,4736.567,4865.628,5022.594,5208.416,5412.313,5537.252,5678.045,5802.984,5956.462,6143.553,6357.914,6541.2,6690.872,6869.718,7045.076,7203.311,7378.986,7567.979,7782.341,7912.353,8076.295,8255.141,8484.089,8674.668,8949.596,9150.006,9349.463,9522.602,9664.664,9795.627,10098.143,10328.677,10569.675,10818.601,10948.296,11102.408,11281.889,11447.099,11720.759,11930.364,12041.35,12179.607,12321.035,12428.533,12587.719,12746.27,12906.724,13056.714,13168.968,13288.833,13422.334,13608.473,13754.34,13873.571,13992.802,14076.2,14190.991,14298.172,14404.084,14579.125,14688.526,14793.487,14870.226,14953.624,15069.049,15215.234,15362.052,15479.063,15574.511,15653.47,15781.262,15910.323,16031.774,16155.761,16300.994,16443.056,16523.283,16617.146,16750.012,16909.832,17072.506,17209.811,17332.847,17451.127,17554.502,17654.072,17763.79,17971.81,18153.192,18352.333,18530.862,18709.074,18945.95,19234.831,19589.035,19930.554,20222.289,20419.527,20625.644,20903.743,21283.633
Michigan,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/michigan-large.png,5.308,6.51,8.313,33.453,55.288,78.926,103.665,133.112,179.586,229.966,284.954,363.98,465.742,549.676,650.837,762.715,932.986,1080.822,1276.433,1424.769,1574.308,1724.847,1900.026,2037.846,2153.831,2246.979,2364.266,2428.268,2567.59,2704.408,2810.376,2885.496,3007.09,3084.012,3147.413,3205.105,3271.912,3402.019,3535.231,3669.945,3713.315,3783.827,3827.096,3932.464,4046.345,4144.501,4242.357,4327.593,4387.088,4406.018,4452.191,4525.108,4581.798,4646.0,4688.969,4725.727,4762.786,4809.761,4846.82,4966.11,5015.889,5061.863,5122.359,5199.782,5243.352,5309.357,5359.537,5399.901,5445.173,5476.623,5496.855,5519.191,5569.671,5610.336,5671.133,5705.988,5748.857,5762.378,5782.31,5812.759,5833.391,6387.875,6433.147,6475.114,6504.761,6510.169,6528.599,6555.341,6577.677,6594.103,6615.938,6619.043,6637.472,6660.309,6690.457,6720.404,6765.276,6781.902,6806.541,6830.58,6866.437,6909.906,6943.96,6979.016,7005.759,7033.503,7084.084,7120.241,7179.235,7229.014,7269.679,7305.737,7338.389,7401.79,7466.993,7518.275,7580.574,7649.184,7689.848,7732.116,7798.822,7903.889,7996.637,8072.157,8146.776,8199.861,8252.645,8319.151,8386.358,8456.57,8520.772,8575.86,8679.925,8731.207,8809.832,8911.594,8992.423,9071.85,9147.771,9190.439,9252.137,9332.365,9404.279,9480.701,9562.231,9634.446,9688.031,9746.124,9836.968,9884.644,10001.53,10088.469,10194.438,10242.214,10291.292,10356.696,10425.706,10478.49,10478.49,10621.318,10697.84,10785.78,10881.031,10965.466,11051.903,11131.33,11131.33,11270.552,11320.531,11400.158,11465.062,11542.585,11648.053,11737.796,11737.796,11859.189,11909.169,12006.324,12103.879,12244.603,12325.432,12325.432,12448.528,12517.538,12594.26,12692.416,12770.341,12829.134,12829.134,12986.886,13056.496,13146.84,13254.812
