country,url,March 16,March 17,March 18,March 19,March 20,March 21,March 22,March 23,March 24,March 25,March 26,March 27,March 28,March 29,March 30,March 31,April 01,April 02,April 03,April 04,April 05,April 06,April 07,April 08,April 09,April 10,April 11,April 12,April 13,April 14,April 15,April 16,April 17,April 18,April 19,April 20,April 21,April 22,April 23,April 24,April 25,April 26,April 27,April 28,April 29,April 30,May 01,May 02,May 03,May 04,May 05,May 06,May 07,May 08,May 09,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31,June 01,June 02,June 03,June 04,June 05,June 06,June 07,June 08,June 09,June 10,June 11,June 12,June 13,June 14,June 15,June 16,June 17,June 18,June 19,June 20,June 21,June 22,June 23,June 24,June 25,June 26,June 27,June 28,June 29,June 30,July 01,July 02,July 03,July 04,July 05,July 06,July 07,July 08,July 09,July 10,July 11,July 12,July 13,July 14,July 15,July 16,July 17,July 18,July 19,July 20,July 21,July 22,July 23,July 24,July 25,July 26,July 27,July 28,July 29,July 30,July 31,August 01,August 02,August 03,August 04,August 05,August 06,August 07,August 08,August 09,August 10,August 11,August 12,August 13,August 14,August 15,August 16,August 17,August 18,August 19,August 20,August 21,August 22,August 23,August 24,August 25,August 26,August 27,August 28,August 29,August 30,August 31,September 01,September 02,September 03,September 04,September 05,September 06,September 07,September 08,September 09,September 10,September 11,September 12,September 13,September 14,September 15,September 16,September 17,September 18,September 19,September 20,September 21,September 22,September 23,September 24
Uganda,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/UG.png,0.0,0.0,0.0,0.0,0.0,0.023,0.023,0.203,0.203,0.316,0.316,0.52,0.678,0.745,0.745,0.994,0.994,1.016,1.084,1.084,1.175,1.175,1.175,1.197,1.197,1.197,1.197,1.22,1.22,1.242,1.242,1.242,1.265,1.242,1.242,1.265,1.378,1.423,1.672,1.694,1.694,1.785,1.785,1.785,1.83,1.875,1.92,1.988,2.01,2.191,2.214,2.259,2.281,2.281,2.62,2.733,2.733,2.914,3.14,3.614,4.585,5.128,5.128,5.602,5.873,5.963,3.614,3.953,4.473,4.473,5.015,5.715,6.347,7.161,7.432,9.329,9.419,10.323,11.046,11.452,11.791,12.582,13.395,13.915,14.592,14.841,15.021,15.338,15.496,15.677,15.722,15.925,16.354,16.535,16.738,17.054,17.235,17.393,17.484,18.003,18.184,18.545,18.816,19.155,19.404,19.652,20.081,20.172,20.375,20.578,20.94,21.211,21.527,21.934,22.069,22.589,22.724,22.882,23.153,23.244,23.492,23.56,23.741,23.854,23.989,24.057,24.147,24.215,24.283,24.373,24.599,24.915,25.186,25.48,25.638,25.751,25.909,26.067,26.564,26.7,26.993,27.174,27.4,27.626,28.326,28.62,28.981,29.297,29.659,30.088,30.562,31.285,32.392,33.883,35.238,36.21,37.407,39.53,41.744,48.927,51.118,53.354,54.8,57.014,60.515,62.254,64.31,66.14,67.133,68.602,70.296,74.272,75.74,79.941,82.833,85.295,88.096,92.636,96.928,98.871,106.234,108.403,112.446,115.722,118.952,121.527,126.361,135.916,142.015,146.103,151.615,155.387,159.566
Argentina,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/AR.png,1.246,1.513,1.758,2.158,2.848,3.516,5.919,5.919,8.612,8.612,11.171,13.107,15.354,16.578,18.247,23.454,23.454,25.212,28.149,32.288,32.288,34.58,36.227,38.163,39.943,43.948,43.948,47.665,49.133,50.669,54.363,57.211,59.392,61.372,63.175,65.444,67.447,69.962,76.437,80.264,84.114,86.606,89.076,91.836,95.351,98.534,100.848,104.163,106.433,108.747,111.707,115.89,119.518,124.858,128.53,134.271,139.7,146.042,153.074,158.749,166.426,173.68,179.532,186.275,196.021,206.569,220.988,236.966,252.631,268.72,281.003,294.355,310.043,327.155,343.11,360.8,374.975,387.525,407.641,428.759,449.431,468.123,489.998,507.221,525.601,550.991,578.273,609.115,640.068,674.136,702.664,729.545,760.119,791.117,834.687,880.527,916.887,952.068,999.822,1050.379,1109.304,1167.293,1231.514,1284.942,1333.652,1385.612,1435.947,1495.294,1556.354,1619.662,1677.296,1731.569,1790.138,1856.428,1936.625,2018.136,2093.06,2169.808,2228.933,2297.893,2379.003,2473.264,2554.196,2654.732,2726.451,2820.601,2910.034,3028.95,3157.614,3293.954,3416.186,3523.309,3616.591,3725.406,3857.563,3983.088,4124.992,4256.926,4373.551,4493.18,4600.525,4751.663,4910.701,5077.883,5244.376,5380.872,5485.191,5649.169,5805.893,5976.413,6143.261,6284.897,6433.165,6554.863,6656.268,6808.474,6957.409,7140.435,7321.992,7494.648,7613.743,7807.628,8002.804,8237.567,8462.405,8723.136,8928.526,9088.453,9295.601,9529.34,9772.625,10040.233,10277.977,10498.81,10654.265,10859.321,11126.95,11399.742,11664.657,11920.715,12160.507,12362.024,12582.523,12847.149,13106.923,13389.551,13655.355,13861.768,14049.378,14244.799,14512.428,14793.365,15093.038
Spain,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/ES.png,211.204,249.57,295.498,381.599,433.582,539.035,607.631,746.415,847.301,1051.877,1227.583,1396.108,1555.775,1701.825,1868.502,2037.75,2211.841,2380.664,2532.216,2680.263,2796.635,2903.469,3015.359,3148.726,3254.987,3362.288,3463.28,3544.091,3613.515,3665.392,3773.798,3928.961,4054.107,4072.951,4220.551,4253.181,4337.476,4426.933,4525.397,4668.579,4753.447,4814.416,4873.749,4931.234,5032.588,4534.128,4534.128,4600.981,4619.761,4631.339,4659.338,4680.496,4704.332,4734.285,4749.602,4766.002,4831.559,4844.178,4858.22,4876.256,4889.916,4900.856,4900.856,4920.145,4929.301,4940.305,4950.545,4988.507,4998.407,5008.646,5000.744,5018.992,5018.992,5053.98,5067.958,5082.064,5087.396,5090.774,5097.02,5105.39,5112.485,5119.24,5126.293,5131.392,5134.939,5140.229,5146.899,5155.971,5166.635,5175.047,5181.909,5185.754,5190.406,5197.948,5210.375,5216.897,5224.609,5231.704,5236.632,5241.901,5248.996,5257.494,5266.395,5278.376,5284.77,5289.019,5295.414,5303.656,5313.088,5322.478,5322.478,5322.478,5348.905,5356.149,5364.285,5375.821,5393.92,5393.92,5393.92,5437.363,5451.511,5470.1,5499.012,5528.753,5528.753,5528.753,5626.07,5654.919,5683.747,5739.299,5787.203,5787.203,5787.203,5922.333,5961.167,6004.312,6063.561,6129.246,6129.246,6129.246,6310.496,6432.86,6495.592,6582.436,6678.181,6678.181,6678.181,6861.258,6938.415,7005.8,7166.189,7282.582,7282.582,7282.582,7628.195,7736.834,7878.55,8028.084,8201.177,8201.177,8201.177,8612.92,8764.111,8919.104,9124.275,9332.016,9332.016,9332.016,9832.77,10005.162,10187.454,10377.775,10600.323,10600.323,10600.323,11164.553,11354.981,11543.326,11771.992,12030.803,12030.803,12030.803,12612.963,12813.439,13051.218,13291.08,13596.754,13596.754,13596.754,14264.398,14493.807,14733.626,14959.935
Colombia,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/CO.png,1.072,1.29,1.846,2.025,2.541,3.891,4.586,5.499,7.504,9.33,9.747,10.7,12.07,13.936,15.842,17.985,21.142,23.048,25.152,27.911,29.479,31.346,35.336,40.775,44.13,49.093,53.778,55.108,56.617,59.138,61.639,64.18,68.269,68.269,75.277,78.949,82.364,86.473,90.543,96.895,102.076,106.781,111.109,118.097,123.218,129.174,139.08,144.618,152.221,158.276,170.981,177.85,187.716,199.528,208.342,219.617,230.536,243.618,256.68,270.179,282.209,296.562,309.167,323.48,336.185,351.114,363.878,379.779,400.544,420.356,436.356,456.644,478.501,479.235,504.347,530.71,540.338,583.317,607.317,633.958,664.351,729.722,729.722,757.315,810.875,810.875,837.853,869.695,900.147,932.902,970.659,1056.319,1056.319,1093.481,1135.546,1198.773,1259.658,1366.499,1416.743,1464.247,1464.247,1534.78,1604.22,1680.629,1826.24,1826.24,1891.234,1947.235,2030.035,2112.042,2179.557,2256.819,2330.806,2387.76,2471.394,2553.659,2659.566,2794.616,2885.655,2986.561,3062.632,3174.217,3278.854,3615.754,3785.683,3916.266,4049.808,4189.423,4336.126,4493.846,4636.142,4780.145,4780.145,5103.843,5307.996,5480.109,5677.929,5866.28,6078.156,6305.852,6508.318,6649.839,6862.945,7101.084,7289.554,7481.439,7692.083,7893.417,8148.112,8387.641,8611.685,8836.126,9065.967,9297.098,9462.421,9709.811,9968.992,10198.098,10365.228,10365.228,10742.427,10951.84,11158.792,11359.888,11553.48,11722.158,11908.604,12067.813,12210.545,12387.859,12572.379,12736.213,12736.213,12904.574,13231.449,13231.449,13330.945,13635.03,13790.13,13937.508,14074.007,14220.015,14330.647,14463.612,14618.196,14768.432,14897.983,15055.346,15187.915,15294.299,15435.284,15568.905,15699.032
"Korea, South",https://raw.githubusercontent.com/google/region-flags/gh-pages/png/KR.png,158.855,160.475,162.269,165.201,166.879,169.714,171.604,172.839,174.305,176.233,178.239,179.995,182.811,184.836,186.34,188.751,190.699,192.416,194.075,195.888,197.45,198.357,199.263,200.285,201.038,201.558,202.137,202.754,203.237,203.757,204.278,204.702,205.127,205.474,205.628,205.879,206.053,206.265,206.535,206.728,206.92,207.113,207.383,207.557,207.634,207.808,207.923,208.174,208.329,208.386,208.425,208.502,208.734,209.081,209.737,210.412,210.932,211.434,211.993,212.514,212.88,213.131,213.421,213.671,214.288,214.52,214.906,215.349,215.832,216.14,216.507,217.278,218.802,219.921,220.673,221.194,221.869,222.602,223.547,224.299,225.051,226.035,227.134,227.867,228.6,229.564,230.432,231.513,232.438,233.094,233.789,234.444,235.274,236.412,237.357,238.649,239.575,239.903,240.79,241.774,242.314,243.066,244.05,245.246,246.056,246.885,247.849,248.891,250.106,251.321,252.498,253.385,254.234,255.449,256.394,257.262,257.937,258.786,259.981,260.618,261.37,262.547,263.704,264.456,265.112,265.614,266.482,267.697,268.835,269.625,271.805,272.924,273.406,273.946,274.872,275.219,275.913,276.511,277.09,277.533,278.189,278.826,279.655,280.041,280.87,281.565,282.105,282.76,283.802,284.882,286.869,290.071,295.452,299.252,303.996,309.725,315.28,321.529,327.933,335.59,340.721,346.121,352.293,360.799,367.955,374.185,379.952,384.736,389.268,394.418,398.179,401.998,405.239,408.46,410.755,413.378,416.387,419.377,422.771,425.394,427.728,429.831,431.875,434.055,437.006,439.436,441.558,443.139,444.489,445.666,447.788,450.199,452.397
Kenya,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/KE.png,0.057,0.057,0.057,0.133,0.133,0.133,0.285,0.304,0.476,0.533,0.59,0.59,0.723,0.799,0.951,1.122,1.541,2.092,2.321,2.397,2.701,3.005,3.272,3.405,3.5,3.595,3.633,3.747,3.956,4.108,4.28,4.451,4.679,4.983,5.136,5.345,5.63,5.763,6.087,6.391,6.524,6.752,6.905,7.114,7.304,7.532,7.818,8.274,8.845,9.32,10.176,11.07,11.546,11.812,12.345,12.782,13.315,13.6,14.018,14.418,14.855,15.787,16.871,17.347,18.317,19.572,21.094,22.083,22.673,23.091,24.461,25.64,27.98,30.776,33.191,35.911,37.319,38.441,39.811,42.15,44.509,47.057,49.454,52.631,54.628,56.853,58.85,61.152,62.864,65.755,68.361,70.891,73.42,76.92,80.972,83.197,85.175,90.121,91.243,94.191,99.022,102.408,105.242,110.53,115.456,117.739,121.086,126.926,132.023,136.722,144.121,149.998,153.441,156.922,162.209,170.712,179.709,184.996,192.205,195.8,205.254,214.022,222.03,229.429,242.515,253.985,261.936,269.487,281.603,296.744,309.431,316.563,334.823,341.899,353.426,363.773,378.761,392.513,406.342,419.466,429.813,441.321,454.084,464.317,478.145,491.441,502.834,512.192,521.646,534.561,546.924,557.956,567.752,572.907,577.567,582.721,589.93,598.033,604.158,610.91,615.589,619.26,623.94,627.991,635.086,639.67,642.789,647.792,650.531,652.699,656.085,660.117,663.522,666.109,667.687,669.628,672.5,674.478,677.198,680.812,684.159,687.735,688.648,690.474,690.474,695.705,698.52,700.517,703.409,705.273,707.916,710.389,713.071
Tanzania,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/TZ.png,0.017,0.017,0.052,0.103,0.103,0.103,0.207,0.207,0.207,0.207,0.224,0.224,0.241,0.241,0.328,0.328,0.345,0.345,0.345,0.345,0.379,0.414,0.414,0.431,0.431,0.552,0.552,0.552,0.845,0.914,1.517,1.621,2.534,2.534,2.931,4.379,4.379,4.896,4.896,5.155,5.155,5.155,5.155,5.155,8.275,8.275,8.275,8.275,8.275,8.275,8.275,8.275,8.275,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775,8.775
South Africa,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/ZA.png,1.058,1.058,1.979,2.559,3.446,4.094,4.674,6.858,9.451,12.096,15.815,19.96,20.25,21.837,22.622,23.082,23.543,24.942,25.676,27.04,28.235,28.763,29.838,31.476,32.994,34.172,34.598,37.072,38.761,41.2,42.753,44.442,47.479,51.761,53.876,56.299,59.114,62.014,67.439,71.994,74.399,77.556,81.769,85.233,91.272,96.339,101.525,108.093,115.719,123.175,129.18,133.206,140.439,151.75,160.707,170.858,181.725,193.633,205.985,217.33,230.722,244.899,264.689,280.35,293.435,307.135,326.481,343.336,364.116,385.27,402.876,413.948,442.49,467.5,498.84,528.303,557.578,586.137,610.959,640.184,695.919,740.992,784.308,823.751,868.005,904.036,945.493,999.181,1056.486,1121.469,1194.861,1254.487,1302.272,1371.844,1431.179,1496.434,1581.155,1659.99,1733.145,1810.222,1907.261,2019.5,2125.529,2248.533,2356.592,2461.171,2579.654,2718.251,2867.152,3021.769,3206.923,3356.592,3509.639,3682.527,3832.827,4066.108,4276.767,4507.029,4712.741,4909.854,5088.918,5306.555,5531.271,5759.417,5986.062,6215.504,6374.164,6513.546,6737.887,6961.444,7199.331,7407.534,7599.171,7720.23,7843.609,8037.447,8225.894,8413.795,8586.222,8726.03,8817.763,8893.783,9039.801,9181.52,9305.923,9437.491,9551.3,9615.088,9657.926,9705.865,9773.185,9880.237,9957.23,10020.216,10063.566,10102.088,10168.896,10235.089,10293.06,10356.302,10402.842,10431.452,10458.185,10503.975,10548.076,10579.569,10620.837,10663.573,10697.438,10718.217,10758.069,10799.355,10834.55,10865.361,10893.22,10907.636,10926.044,10959.994,10994.234,11027.672,11058.653,11085.591,11101.901,11115.071,11147.878,11184.182,11219.24,11253.856,11280.384,11292.753,11315.716,11348.233,11379.982
Italy,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/IT.png,463.667,522.098,591.814,680.007,779.203,887.861,979.998,1059.359,1146.342,1232.679,1335.471,1433.391,1532.389,1618.842,1685.956,1753.12,1832.364,1909.719,1985.699,2065.324,2136.846,2196.487,2246.847,2310.415,2380.081,2445.555,2523.341,2591.151,2643.4,2692.651,2736.846,2799.586,2857.47,2915.32,2965.813,3003.198,3048.422,3104.267,3148.115,3198.177,3237.236,3275.748,3304.565,3339.216,3373.784,3404.806,3437.368,3468.854,3491.872,3512.105,3529.92,3553.849,3577.065,3599.055,3617.002,3630.292,3642.622,3665.855,3680.57,3697.009,3710.084,3724.584,3735.769,3743.243,3756.716,3767.736,3778.374,3789.179,3800.265,3809.065,3814.036,3820.615,3830.292,3840.119,3848.67,3855.564,3861.082,3864.396,3869.666,3874.986,3877.919,3886.503,3890.977,3894.241,3898.881,3903.571,3906.919,3913.199,3915.9,3921.634,3927.235,3932.223,3935.703,3941.138,3946.624,3944.171,3948.546,3952.258,3955.92,3957.793,3967.354,3972.26,3976.485,3979.385,3982.269,3984.357,3986.71,3989.726,3993.057,3996.752,4000.646,4003.828,4007.275,4009.545,4012.743,4016.29,4020.863,4023.979,4027.856,4030.657,4032.546,4035.231,4039.042,4042.87,4046.996,4050.609,4053.758,4055.879,4060.519,4065.59,4069.766,4074.306,4078.515,4081.299,4084.647,4089.419,4095.749,4102.03,4106.919,4110.863,4113.497,4116.646,4123.009,4129.654,4138.802,4144.552,4152.225,4156.517,4163.344,4171.232,4179.882,4189.394,4199.818,4207.722,4213.025,4219.67,4230.309,4244.229,4259.922,4277.67,4297.705,4313.497,4328.014,4350.65,4374.0,4398.194,4422.123,4444.743,4461.248,4477.405,4499.379,4522.529,4551.23,4579.302,4600.779,4619.836,4642.522,4666.219,4692.684,4719.463,4744.337,4768.465,4785.169,4805.535,4829.596,4855.829,4887.431,4914.558,4940.857,4963.228,4986.279,5013.456,5043.052
France,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/FR.png,102.57,118.503,139.618,167.906,194.836,220.687,250.085,310.377,348.922,394.855,455.795,515.193,587.732,627.88,696.702,814.804,890.721,924.345,1005.676,1401.24,1446.355,1526.406,1697.643,1757.704,1832.079,1942.36,2016.334,2061.727,2126.585,2026.113,2075.794,2268.732,2300.182,2300.475,2376.793,2413.548,2456.998,2423.497,2459.512,2467.101,2493.198,2502.082,2559.814,2607.474,2568.76,2580.421,2580.513,2599.223,2605.5,2615.649,2632.677,2687.232,2697.936,2717.741,2726.687,2731.499,2738.486,2750.856,2748.311,2760.805,2770.614,2770.614,2771.586,2777.108,2790.712,2802.542,2806.413,2807.4,2807.724,2818.105,2823.626,2820.233,2823.179,2874.479,2883.101,2911.312,2915.276,2920.505,2906.654,2966.499,2923.913,2933.337,2942.268,2947.558,2950.813,2954.052,2962.458,2969.013,2980.226,2988.339,2994.617,2996.961,2997.609,3004.673,3011.876,3024.385,3034.272,3038.653,3044.406,3050.93,3052.179,3052.179,3076.673,3076.673,3076.719,3108.277,3116.621,3130.78,3140.945,3149.921,3149.921,3149.921,3171.129,3178.456,3178.456,3198.26,3208.425,3208.425,3208.425,3233.489,3233.489,3247.802,3256.038,3269.01,3269.01,3269.01,3301.092,3310.1,3325.493,3341.873,3359.302,3359.364,3359.364,3398.711,3409.893,3409.893,3431.363,3473.44,3473.455,3473.455,3473.455,3525.558,3525.558,3567.727,3627.834,3627.85,3628.297,3691.72,3691.813,3764.815,3764.938,3850.68,3901.734,3901.734,3956.767,3956.782,3956.782,3956.782,4194.713,4250.27,4325.801,4355.955,4409.754,4494.154,4588.41,4703.504,4703.504,4871.102,4920.042,4996.884,5106.271,5216.707,5356.248,5356.248,5356.264,5663.294,5764.229,5911.898,6049.958,6198.754,6212.959,6214.224,6568.621,6692.553,6846.238,7006.601,7209.504,7212.481,7212.481,7663.433,7822.285,7842.428,8271.725
Thailand,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/TH.png,2.215,2.667,3.194,4.098,4.851,6.192,9.025,10.863,12.46,14.072,15.744,17.115,18.757,20.912,22.961,24.874,26.682,28.249,29.801,31.142,32.678,33.447,34.019,35.692,36.505,37.259,37.937,38.434,38.856,39.368,39.82,40.257,40.679,41.176,41.658,42.065,42.351,42.577,42.773,43.797,43.797,44.023,44.159,44.264,44.4,44.505,44.596,44.686,44.731,45.003,45.018,45.033,45.078,45.198,45.259,45.334,45.424,45.455,45.455,45.47,45.575,45.575,45.62,45.665,45.696,45.711,45.756,45.756,45.801,45.801,45.831,45.876,46.012,46.178,46.343,46.359,46.419,46.434,46.449,46.464,46.72,46.735,46.765,46.886,46.991,47.021,47.082,47.082,47.142,47.217,47.232,47.232,47.232,47.232,47.323,47.398,47.413,47.428,47.473,47.549,47.579,47.579,47.639,47.639,47.639,47.745,47.775,47.805,47.895,47.91,47.986,48.061,48.136,48.166,48.166,48.242,48.242,48.453,48.468,48.513,48.618,48.694,48.754,48.799,48.905,48.965,48.965,49.04,49.251,49.402,49.402,49.447,49.583,49.673,49.673,49.688,49.779,49.869,49.899,49.974,50.02,50.035,50.14,50.17,50.396,50.441,50.487,50.487,50.487,50.562,50.607,50.863,50.863,50.893,50.893,50.954,50.954,51.059,51.074,51.074,51.15,51.255,51.255,51.285,51.376,51.391,51.391,51.391,51.481,51.602,51.632,51.692,51.692,51.888,51.903,51.918,51.933,52.038,52.144,52.144,52.325,52.355,52.355,52.581,52.581,52.686,52.686,52.822,52.822,52.897,52.942,52.973,53.018
United Kingdom,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/GB.png,23.207,29.327,39.531,40.639,60.06,75.816,85.901,100.639,122.155,144.24,176.739,220.625,259.034,295.962,335.957,381.264,446.86,511.319,578.891,635.569,724.732,782.233,837.146,919.815,985.621,1116.29,1195.128,1274.909,1340.206,1419.134,1488.531,1558.287,1642.437,1725.405,1813.056,1883.142,1947.72,2014.544,2083.492,2164.2,2237.951,2304.805,2369.309,2429.189,2490.401,2580.776,2673.604,2745.65,2810.618,2870.319,2936.319,3027.831,3111.891,3181.497,3239.792,3298.505,3356.605,3407.613,3456.152,3507.848,3561.175,3612.901,3665.779,3706.388,3742.732,3734.966,3774.273,3823.62,3867.91,3904.0,3928.404,3989.032,4019.257,4047.521,4078.928,4103.048,4132.031,4155.672,4180.45,4208.55,4235.617,4260.38,4283.722,4303.578,4321.727,4347.867,4362.934,4381.967,4405.039,4426.376,4449.03,4463.588,4482.815,4499.529,4517.753,4537.953,4557.329,4575.629,4589.963,4603.744,4613.544,4630.272,4650.936,4664.268,4677.929,4690.348,4700.672,4713.121,4268.37,4276.136,4285.488,4293.253,4298.625,4307.363,4316.894,4326.515,4334.356,4346.715,4356.441,4364.476,4383.029,4391.079,4400.76,4411.039,4423.444,4434.306,4443.075,4449.733,4458.157,4469.813,4481.319,4492.84,4504.062,4514.357,4523.14,4534.631,4547.304,4560.517,4572.172,4583.35,4597.295,4607.395,4620.951,4635.375,4648.841,4660.288,4676.941,4689.18,4689.21,4721.934,4722.218,4722.532,4776.562,4793.186,4803.974,4820.628,4833.062,4850.942,4866.802,4886.733,4902.413,4917.032,4935.002,4952.149,4975.222,4994.628,5011.237,5037.452,5058.624,5078.554,5101.207,5127.826,5157.422,5184.759,5229.453,5273.607,5310.73,5350.845,5394.7,5447.728,5500.157,5550.102,5589.379,5635.988,5695.944,5746.966,5811.74,5878.009,5936.349,6001.855,6075.711,6168.285,6267.697
Turkey,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/TR.png,0.218,0.569,1.186,2.324,4.346,8.111,14.962,18.509,22.662,29.453,43.931,68.977,89.605,111.577,131.066,163.8,189.802,219.533,253.259,289.733,327.684,365.792,412.907,462.745,511.845,569.31,631.508,689.482,739.029,788.202,840.026,898.144,950.84,996.635,1044.778,1101.359,1157.178,1194.499,1232.22,1270.013,1304.647,1333.18,1358.977,1387.933,1423.475,1455.131,1481.618,1505.623,1525.839,1545.378,1567.555,1594.829,1618.761,1641.132,1659.847,1678.514,1691.999,1712.627,1732.468,1752.261,1772.937,1792.427,1808.987,1823.005,1835.377,1847.144,1858.777,1870.302,1884.659,1898.471,1910.419,1921.895,1934.424,1948.733,1962.546,1974.445,1984.602,1994.613,2004.128,2014.623,2026.584,2037.842,2048.47,2059.535,2071.507,2083.528,2094.689,2106.637,2121.104,2138.765,2157.674,2176.946,2194.705,2212.004,2227.789,2242.486,2257.593,2272.023,2286.695,2302.045,2320.106,2337.756,2354.655,2371.264,2387.679,2404.312,2419.964,2434.394,2448.751,2462.939,2476.909,2490.806,2503.952,2516.7,2529.301,2541.697,2553.839,2566.138,2578.389,2590.592,2602.6,2614.064,2625.359,2636.568,2647.681,2658.867,2670.137,2681.371,2692.29,2703.342,2714.685,2725.834,2737.056,2748.181,2759.839,2771.242,2782.948,2794.836,2806.893,2818.841,2830.886,2843.996,2858.257,2872.214,2886.559,2900.747,2915.056,2929.498,2943.818,2958.49,2973.537,2988.379,3003.583,3018.013,3032.939,3048.228,3064.002,3081.095,3095.658,3111.504,3126.236,3143.705,3161.887,3177.782,3195.831,3214.195,3232.946,3250.887,3270.098,3289.128,3308.448,3328.326,3347.84,3368.092,3387.195,3407.81,3429.128,3449.381,3467.684,3487.913,3506.18,3524.665,3545.438,3566.526,3587.965,3607.915,3629.353,3647.972,3666.36,3687.46,3707.942,3729.333,3750.166
Germany,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/DE.png,87.509,111.396,148.339,184.356,238.845,267.304,299.314,349.651,396.943,449.134,528.736,612.166,694.284,747.232,804.874,864.116,937.088,1020.385,1096.98,1156.342,1204.85,1243.971,1295.584,1363.369,1422.154,1470.168,1503.105,1538.556,1565.247,1580.734,1621.576,1657.016,1701.528,1724.934,1747.1,1769.735,1784.489,1812.852,1842.708,1865.211,1883.43,1898.556,1910.445,1924.332,1943.911,1961.6,1974.452,1985.162,1993.55,1999.422,2009.711,2023.61,2038.869,2052.804,2061.661,2068.339,2076.727,2083.887,2095.042,2099.615,2108.7,2114.946,2122.371,2124.561,2139.326,2147.69,2154.284,2162.575,2165.897,2170.012,2173.285,2180.505,2184.404,2192.491,2201.227,2204.44,2207.1,2209.314,2212.744,2215.656,2219.88,2225.319,2231.649,2235.259,2239.579,2244.356,2244.549,2246.582,2253.02,2253.514,2256.534,2258.508,2265.367,2269.603,2284.2,2290.0,2294.465,2301.709,2307.677,2316.245,2320.951,2326.968,2334.97,2340.048,2342.876,2347.076,2351.6,2357.316,2363.057,2367.99,2373.02,2376.931,2383.442,2386.799,2391.083,2394.717,2398.7,2403.237,2405.764,2408.905,2412.226,2417.449,2424.188,2431.348,2435.933,2439.651,2446.751,2451.468,2458.195,2465.475,2474.404,2482.286,2486.968,2492.323,2499.483,2509.579,2521.48,2531.877,2539.17,2541.757,2552.479,2561.107,2576.57,2587.714,2601.637,2610.144,2614.777,2629.458,2641.877,2657.75,2674.862,2693.032,2701.42,2707.665,2728.039,2745.126,2764.212,2783.297,2804.2,2814.212,2821.829,2841.42,2859.001,2876.173,2894.958,2913.67,2922.202,2927.858,2945.872,2960.469,2977.268,2994.465,3011.829,3021.155,3029.218,3052.058,3068.075,3085.836,3106.486,3125.572,3138.592,3149.663,3167.533,3189.097,3211.42,3237.641,3264.103,3284.38,3296.811,3316.005,3338.291,3357.702,3385.632
